 -- 0/200000. Average 0.00. Remaining 166.37. So far 0.00. Total? 166.37
 -- 101/200000. Average 0.01. Remaining 2737.04. So far 1.40. Total? 2738.43
 -- 102/200000. Average 0.01. Remaining 2718.60. So far 1.40. Total? 2719.99
 -- 103/200000. Average 0.01. Remaining 2700.19. So far 1.40. Total? 2701.58
 -- 104/200000. Average 0.01. Remaining 2694.64. So far 1.42. Total? 2696.04
 -- 105/200000. Average 0.01. Remaining 2680.68. So far 1.42. Total? 2682.08
 -- 106/200000. Average 0.01. Remaining 2666.51. So far 1.43. Total? 2667.92
 -- 107/200000. Average 0.01. Remaining 2649.19. So far 1.43. Total? 2650.61
 -- 108/200000. Average 0.01. Remaining 2632.89. So far 1.44. Total? 2634.31
 -- 109/200000. Average 0.01. Remaining 2619.98. So far 1.44. Total? 2621.41
 -- 110/200000. Average 0.01. Remaining 2604.38. So far 1.45. Total? 2605.81
 -- 111/200000. Average 0.01. Remaining 2588.71. So far 1.45. Total? 2590.15
 -- 112/200000. Average 0.01. Remaining 2573.27. So far 1.45. Total? 2574.71
 -- 113/200000. Average 0.01. Remaining 2559.00. So far 1.46. Total? 2560.44
 -- 114/200000. Average 0.01. Remaining 2543.86. So far 1.46. Total? 2545.31
 -- 115/200000. Average 0.01. Remaining 2529.37. So far 1.47. Total? 2530.83
 -- 116/200000. Average 0.01. Remaining 2515.67. So far 1.47. Total? 2517.13
 -- 117/200000. Average 0.01. Remaining 2502.95. So far 1.48. Total? 2504.42
 -- 118/200000. Average 0.01. Remaining 2488.99. So far 1.48. Total? 2490.46
 -- 119/200000. Average 0.01. Remaining 2475.38. So far 1.49. Total? 2476.85
 -- 120/200000. Average 0.01. Remaining 2461.63. So far 1.49. Total? 2463.11
 -- 121/200000. Average 0.01. Remaining 2448.93. So far 1.49. Total? 2450.41
 -- 122/200000. Average 0.01. Remaining 2435.58. So far 1.50. Total? 2437.07
 -- 123/200000. Average 0.01. Remaining 2423.27. So far 1.50. Total? 2424.76
 -- 124/200000. Average 0.01. Remaining 2411.68. So far 1.51. Total? 2413.18
 -- 125/200000. Average 0.01. Remaining 2399.30. So far 1.51. Total? 2400.80
 -- 126/200000. Average 0.01. Remaining 2387.18. So far 1.52. Total? 2388.68
 -- 127/200000. Average 0.01. Remaining 2375.71. So far 1.52. Total? 2377.22
 -- 128/200000. Average 0.01. Remaining 2365.26. So far 1.53. Total? 2366.77
 -- 129/200000. Average 0.01. Remaining 2354.00. So far 1.53. Total? 2355.52
 -- 130/200000. Average 0.01. Remaining 2343.02. So far 1.54. Total? 2344.54
 -- 131/200000. Average 0.01. Remaining 2331.40. So far 1.54. Total? 2332.93
 -- 132/200000. Average 0.01. Remaining 2320.18. So far 1.54. Total? 2321.71
 -- 133/200000. Average 0.01. Remaining 2309.41. So far 1.55. Total? 2310.95
 -- 134/200000. Average 0.01. Remaining 2298.30. So far 1.55. Total? 2299.84
 -- 135/200000. Average 0.01. Remaining 2287.77. So far 1.56. Total? 2289.32
 -- 136/200000. Average 0.01. Remaining 2277.94. So far 1.56. Total? 2279.49
 -- 137/200000. Average 0.01. Remaining 2280.51. So far 1.57. Total? 2282.07
 -- 138/200000. Average 0.01. Remaining 2274.89. So far 1.58. Total? 2276.46
 -- 139/200000. Average 0.01. Remaining 2264.82. So far 1.59. Total? 2266.40
 -- 140/200000. Average 0.01. Remaining 2259.11. So far 1.59. Total? 2260.69
 -- 141/200000. Average 0.01. Remaining 2252.39. So far 1.60. Total? 2253.98
 -- 142/200000. Average 0.01. Remaining 2247.09. So far 1.61. Total? 2248.68
 -- 143/200000. Average 0.01. Remaining 2239.86. So far 1.61. Total? 2241.46
 -- 144/200000. Average 0.01. Remaining 2233.16. So far 1.62. Total? 2234.76
 -- 145/200000. Average 0.01. Remaining 2230.17. So far 1.63. Total? 2231.79
 -- 146/200000. Average 0.01. Remaining 2222.28. So far 1.63. Total? 2223.91
 -- 147/200000. Average 0.01. Remaining 2213.52. So far 1.64. Total? 2215.15
 -- 148/200000. Average 0.01. Remaining 2204.33. So far 1.64. Total? 2205.97
 -- 149/200000. Average 0.01. Remaining 2194.83. So far 1.65. Total? 2196.47
 -- 150/200000. Average 0.01. Remaining 2189.61. So far 1.65. Total? 2191.26
 -- 151/200000. Average 0.01. Remaining 2184.46. So far 1.66. Total? 2186.11
 -- 152/200000. Average 0.01. Remaining 2176.69. So far 1.67. Total? 2178.34
 -- 153/200000. Average 0.01. Remaining 2169.63. So far 1.67. Total? 2171.29
 -- 154/200000. Average 0.01. Remaining 2162.30. So far 1.68. Total? 2163.97
 -- 155/200000. Average 0.01. Remaining 2153.95. So far 1.68. Total? 2155.62
 -- 156/200000. Average 0.01. Remaining 2145.16. So far 1.69. Total? 2146.84
 -- 157/200000. Average 0.01. Remaining 2137.22. So far 1.69. Total? 2138.90
 -- 158/200000. Average 0.01. Remaining 2129.04. So far 1.69. Total? 2130.72
 -- 159/200000. Average 0.01. Remaining 2120.40. So far 1.70. Total? 2122.09
 -- 160/200000. Average 0.01. Remaining 2112.06. So far 1.70. Total? 2113.75
 -- 161/200000. Average 0.01. Remaining 2105.05. So far 1.71. Total? 2106.74
 -- 162/200000. Average 0.01. Remaining 2097.11. So far 1.71. Total? 2098.81
 -- 163/200000. Average 0.01. Remaining 2089.10. So far 1.71. Total? 2090.81
 -- 164/200000. Average 0.01. Remaining 2081.14. So far 1.72. Total? 2082.84
 -- 165/200000. Average 0.01. Remaining 2073.53. So far 1.72. Total? 2075.24
 -- 166/200000. Average 0.01. Remaining 2065.79. So far 1.73. Total? 2067.51
 -- 167/200000. Average 0.01. Remaining 2057.77. So far 1.73. Total? 2059.49
 -- 168/200000. Average 0.01. Remaining 2049.93. So far 1.73. Total? 2051.65
 -- 169/200000. Average 0.01. Remaining 2042.17. So far 1.74. Total? 2043.90
 -- 170/200000. Average 0.01. Remaining 2034.44. So far 1.74. Total? 2036.17
 -- 171/200000. Average 0.01. Remaining 2027.01. So far 1.74. Total? 2028.74
 -- 172/200000. Average 0.01. Remaining 2019.33. So far 1.75. Total? 2021.07
 -- 173/200000. Average 0.01. Remaining 2011.57. So far 1.75. Total? 2013.31
 -- 174/200000. Average 0.01. Remaining 2004.08. So far 1.76. Total? 2005.83
 -- 175/200000. Average 0.01. Remaining 1996.71. So far 1.76. Total? 1998.46
 -- 176/200000. Average 0.01. Remaining 1989.29. So far 1.76. Total? 1991.05
 -- 177/200000. Average 0.01. Remaining 1981.97. So far 1.77. Total? 1983.72
 -- 178/200000. Average 0.01. Remaining 1974.69. So far 1.77. Total? 1976.45
 -- 179/200000. Average 0.01. Remaining 1967.39. So far 1.77. Total? 1969.15
 -- 180/200000. Average 0.01. Remaining 1960.44. So far 1.78. Total? 1962.21
 -- 181/200000. Average 0.01. Remaining 1953.33. So far 1.78. Total? 1955.10
 -- 182/200000. Average 0.01. Remaining 1946.29. So far 1.78. Total? 1948.06
 -- 183/200000. Average 0.01. Remaining 1939.31. So far 1.79. Total? 1941.09
 -- 184/200000. Average 0.01. Remaining 1932.22. So far 1.79. Total? 1934.00
 -- 185/200000. Average 0.01. Remaining 1925.38. So far 1.79. Total? 1927.16
 -- 186/200000. Average 0.01. Remaining 1918.62. So far 1.80. Total? 1920.40
 -- 187/200000. Average 0.01. Remaining 1912.64. So far 1.80. Total? 1914.43
 -- 188/200000. Average 0.01. Remaining 1908.64. So far 1.81. Total? 1910.44
 -- 189/200000. Average 0.01. Remaining 1904.92. So far 1.81. Total? 1906.72
 -- 190/200000. Average 0.01. Remaining 1899.88. So far 1.82. Total? 1901.69
 -- 191/200000. Average 0.01. Remaining 1893.98. So far 1.82. Total? 1895.79
 -- 192/200000. Average 0.01. Remaining 1887.98. So far 1.82. Total? 1889.80
 -- 193/200000. Average 0.01. Remaining 1882.07. So far 1.83. Total? 1883.89
 -- 194/200000. Average 0.01. Remaining 1878.52. So far 1.83. Total? 1880.35
 -- 195/200000. Average 0.01. Remaining 1875.02. So far 1.84. Total? 1876.85
 -- 196/200000. Average 0.01. Remaining 1870.09. So far 1.84. Total? 1871.92
 -- 197/200000. Average 0.01. Remaining 1865.07. So far 1.85. Total? 1866.91
 -- 198/200000. Average 0.01. Remaining 1859.54. So far 1.85. Total? 1861.39
 -- 199/200000. Average 0.01. Remaining 1854.48. So far 1.86. Total? 1856.32
 -- 200/200000. Average 0.01. Remaining 1849.32. So far 1.86. Total? 1851.18
 -- 201/200000. Average 0.01. Remaining 1843.91. So far 1.86. Total? 1845.76
 -- 202/200000. Average 0.01. Remaining 1838.76. So far 1.87. Total? 1840.62
 -- 203/200000. Average 0.01. Remaining 1834.72. So far 1.87. Total? 1836.59
 -- 204/200000. Average 0.01. Remaining 1829.88. So far 1.88. Total? 1831.75
 -- 205/200000. Average 0.01. Remaining 1824.80. So far 1.88. Total? 1826.67
 -- 206/200000. Average 0.01. Remaining 1819.71. So far 1.89. Total? 1821.58
 -- 207/200000. Average 0.01. Remaining 1814.57. So far 1.89. Total? 1816.45
 -- 208/200000. Average 0.01. Remaining 1809.55. So far 1.89. Total? 1811.43
 -- 209/200000. Average 0.01. Remaining 1804.41. So far 1.90. Total? 1806.29
 -- 210/200000. Average 0.01. Remaining 1799.17. So far 1.90. Total? 1801.07
 -- 211/200000. Average 0.01. Remaining 1793.99. So far 1.90. Total? 1795.89
 -- 212/200000. Average 0.01. Remaining 1788.91. So far 1.91. Total? 1790.81
 -- 213/200000. Average 0.01. Remaining 1783.74. So far 1.91. Total? 1785.64
 -- 214/200000. Average 0.01. Remaining 1779.22. So far 1.91. Total? 1781.13
 -- 215/200000. Average 0.01. Remaining 1774.40. So far 1.92. Total? 1776.31
 -- 216/200000. Average 0.01. Remaining 1769.47. So far 1.92. Total? 1771.38
 -- 217/200000. Average 0.01. Remaining 1764.80. So far 1.93. Total? 1766.71
 -- 218/200000. Average 0.01. Remaining 1759.87. So far 1.93. Total? 1761.79
 -- 219/200000. Average 0.01. Remaining 1754.89. So far 1.93. Total? 1756.81
 -- 220/200000. Average 0.01. Remaining 1750.04. So far 1.94. Total? 1751.97
 -- 221/200000. Average 0.01. Remaining 1745.02. So far 1.94. Total? 1746.95
 -- 222/200000. Average 0.01. Remaining 1740.13. So far 1.94. Total? 1742.06
 -- 223/200000. Average 0.01. Remaining 1735.27. So far 1.95. Total? 1737.21
 -- 224/200000. Average 0.01. Remaining 1730.36. So far 1.95. Total? 1732.30
 -- 225/200000. Average 0.01. Remaining 1725.40. So far 1.95. Total? 1727.35
 -- 226/200000. Average 0.01. Remaining 1720.66. So far 1.96. Total? 1722.61
 -- 227/200000. Average 0.01. Remaining 1716.03. So far 1.96. Total? 1717.98
 -- 228/200000. Average 0.01. Remaining 1711.53. So far 1.96. Total? 1713.48
 -- 229/200000. Average 0.01. Remaining 1707.07. So far 1.97. Total? 1709.03
 -- 230/200000. Average 0.01. Remaining 1702.54. So far 1.97. Total? 1704.50
 -- 231/200000. Average 0.01. Remaining 1698.05. So far 1.97. Total? 1700.02
 -- 232/200000. Average 0.01. Remaining 1694.98. So far 1.98. Total? 1696.94
 -- 233/200000. Average 0.01. Remaining 1691.97. So far 1.98. Total? 1693.94
 -- 234/200000. Average 0.01. Remaining 1689.35. So far 1.99. Total? 1691.32
 -- 235/200000. Average 0.01. Remaining 1686.94. So far 1.99. Total? 1688.93
 -- 236/200000. Average 0.01. Remaining 1683.61. So far 2.00. Total? 1685.60
 -- 237/200000. Average 0.01. Remaining 1679.99. So far 2.00. Total? 1681.98
 -- 238/200000. Average 0.01. Remaining 1676.51. So far 2.01. Total? 1678.50
 -- 239/200000. Average 0.01. Remaining 1673.08. So far 2.01. Total? 1675.08
 -- 240/200000. Average 0.01. Remaining 1669.86. So far 2.01. Total? 1671.87
 -- 241/200000. Average 0.01. Remaining 1666.48. So far 2.02. Total? 1668.49
 -- 242/200000. Average 0.01. Remaining 1664.67. So far 2.03. Total? 1666.68
 -- 243/200000. Average 0.01. Remaining 1662.15. So far 2.03. Total? 1664.17
 -- 244/200000. Average 0.01. Remaining 1660.84. So far 2.04. Total? 1662.87
 -- 245/200000. Average 0.01. Remaining 1662.17. So far 2.05. Total? 1664.21
 -- 246/200000. Average 0.01. Remaining 1662.18. So far 2.06. Total? 1664.23
 -- 247/200000. Average 0.01. Remaining 1660.30. So far 2.06. Total? 1662.36
 -- 248/200000. Average 0.01. Remaining 1660.40. So far 2.07. Total? 1662.46
 -- 249/200000. Average 0.01. Remaining 1659.16. So far 2.08. Total? 1661.22
 -- 250/200000. Average 0.01. Remaining 1655.97. So far 2.08. Total? 1658.04
 -- 251/200000. Average 0.01. Remaining 1653.71. So far 2.09. Total? 1655.79
 -- 252/200000. Average 0.01. Remaining 1651.51. So far 2.09. Total? 1653.59
 -- 253/200000. Average 0.01. Remaining 1648.76. So far 2.10. Total? 1650.85
 -- 254/200000. Average 0.01. Remaining 1645.88. So far 2.10. Total? 1647.97
 -- 255/200000. Average 0.01. Remaining 1652.17. So far 2.12. Total? 1654.28
 -- 256/200000. Average 0.01. Remaining 1650.01. So far 2.12. Total? 1652.13
 -- 257/200000. Average 0.01. Remaining 1647.82. So far 2.13. Total? 1649.94
 -- 258/200000. Average 0.01. Remaining 1645.34. So far 2.13. Total? 1647.46
 -- 259/200000. Average 0.01. Remaining 1642.62. So far 2.14. Total? 1644.75
 -- 260/200000. Average 0.01. Remaining 1639.64. So far 2.14. Total? 1641.78
 -- 261/200000. Average 0.01. Remaining 1636.76. So far 2.15. Total? 1638.90
 -- 262/200000. Average 0.01. Remaining 1633.89. So far 2.15. Total? 1636.04
 -- 263/200000. Average 0.01. Remaining 1631.20. So far 2.16. Total? 1633.34
 -- 264/200000. Average 0.01. Remaining 1628.93. So far 2.16. Total? 1631.08
 -- 265/200000. Average 0.01. Remaining 1631.80. So far 2.17. Total? 1633.97
 -- 266/200000. Average 0.01. Remaining 1630.68. So far 2.18. Total? 1632.86
 -- 267/200000. Average 0.01. Remaining 1628.20. So far 2.18. Total? 1630.37
 -- 268/200000. Average 0.01. Remaining 1624.79. So far 2.19. Total? 1626.97
 -- 269/200000. Average 0.01. Remaining 1621.40. So far 2.19. Total? 1623.58
 -- 270/200000. Average 0.01. Remaining 1620.26. So far 2.20. Total? 1622.45
 -- 271/200000. Average 0.01. Remaining 1618.07. So far 2.20. Total? 1620.26
 -- 272/200000. Average 0.01. Remaining 1614.96. So far 2.21. Total? 1617.16
 -- 273/200000. Average 0.01. Remaining 1611.87. So far 2.21. Total? 1614.07
 -- 274/200000. Average 0.01. Remaining 1608.80. So far 2.22. Total? 1611.01
 -- 275/200000. Average 0.01. Remaining 1605.65. So far 2.22. Total? 1607.86
 -- 276/200000. Average 0.01. Remaining 1602.60. So far 2.22. Total? 1604.82
 -- 277/200000. Average 0.01. Remaining 1599.62. So far 2.23. Total? 1601.84
 -- 278/200000. Average 0.01. Remaining 1596.82. So far 2.23. Total? 1599.05
 -- 279/200000. Average 0.01. Remaining 1593.89. So far 2.23. Total? 1596.11
 -- 280/200000. Average 0.01. Remaining 1592.17. So far 2.24. Total? 1594.41
 -- 281/200000. Average 0.01. Remaining 1591.13. So far 2.25. Total? 1593.37
 -- 282/200000. Average 0.01. Remaining 1589.23. So far 2.25. Total? 1591.47
 -- 283/200000. Average 0.01. Remaining 1586.64. So far 2.26. Total? 1588.89
 -- 284/200000. Average 0.01. Remaining 1583.73. So far 2.26. Total? 1585.99
 -- 285/200000. Average 0.01. Remaining 1580.81. So far 2.26. Total? 1583.07
 -- 286/200000. Average 0.01. Remaining 1578.30. So far 2.27. Total? 1580.56
 -- 287/200000. Average 0.01. Remaining 1577.49. So far 2.27. Total? 1579.76
 -- 288/200000. Average 0.01. Remaining 1575.15. So far 2.28. Total? 1577.42
 -- 289/200000. Average 0.01. Remaining 1572.31. So far 2.28. Total? 1574.59
 -- 290/200000. Average 0.01. Remaining 1569.42. So far 2.29. Total? 1571.70
 -- 291/200000. Average 0.01. Remaining 1566.51. So far 2.29. Total? 1568.79
 -- 292/200000. Average 0.01. Remaining 1563.79. So far 2.29. Total? 1566.08
 -- 293/200000. Average 0.01. Remaining 1561.00. So far 2.30. Total? 1563.29
 -- 294/200000. Average 0.01. Remaining 1558.23. So far 2.30. Total? 1560.53
 -- 295/200000. Average 0.01. Remaining 1555.49. So far 2.31. Total? 1557.79
 -- 296/200000. Average 0.01. Remaining 1552.76. So far 2.31. Total? 1555.06
 -- 297/200000. Average 0.01. Remaining 1550.19. So far 2.31. Total? 1552.50
 -- 298/200000. Average 0.01. Remaining 1548.89. So far 2.32. Total? 1551.20
 -- 299/200000. Average 0.01. Remaining 1548.13. So far 2.33. Total? 1550.45
 -- 300/200000. Average 0.01. Remaining 1549.98. So far 2.34. Total? 1552.31
 -- 301/200000. Average 0.01. Remaining 1551.49. So far 2.35. Total? 1553.83
 -- 302/200000. Average 0.01. Remaining 1552.99. So far 2.36. Total? 1555.34
 -- 303/200000. Average 0.01. Remaining 1551.25. So far 2.36. Total? 1553.60
 -- 304/200000. Average 0.01. Remaining 1548.81. So far 2.37. Total? 1551.17
 -- 305/200000. Average 0.01. Remaining 1546.52. So far 2.37. Total? 1548.88
 -- 306/200000. Average 0.01. Remaining 1544.91. So far 2.38. Total? 1547.28
 -- 307/200000. Average 0.01. Remaining 1544.44. So far 2.38. Total? 1546.81
 -- 308/200000. Average 0.01. Remaining 1543.10. So far 2.39. Total? 1545.48
 -- 309/200000. Average 0.01. Remaining 1540.70. So far 2.39. Total? 1543.08
 -- 310/200000. Average 0.01. Remaining 1538.33. So far 2.40. Total? 1540.72
 -- 311/200000. Average 0.01. Remaining 1535.85. So far 2.40. Total? 1538.24
 -- 312/200000. Average 0.01. Remaining 1533.27. So far 2.40. Total? 1535.66
 -- 313/200000. Average 0.01. Remaining 1530.98. So far 2.41. Total? 1533.38
 -- 314/200000. Average 0.01. Remaining 1528.51. So far 2.41. Total? 1530.92
 -- 315/200000. Average 0.01. Remaining 1526.04. So far 2.41. Total? 1528.44
 -- 316/200000. Average 0.01. Remaining 1523.48. So far 2.42. Total? 1525.89
 -- 317/200000. Average 0.01. Remaining 1520.93. So far 2.42. Total? 1523.35
 -- 318/200000. Average 0.01. Remaining 1518.48. So far 2.43. Total? 1520.90
 -- 319/200000. Average 0.01. Remaining 1516.18. So far 2.43. Total? 1518.60
 -- 320/200000. Average 0.01. Remaining 1513.77. So far 2.43. Total? 1516.19
 -- 321/200000. Average 0.01. Remaining 1511.63. So far 2.44. Total? 1514.06
 -- 322/200000. Average 0.01. Remaining 1509.26. So far 2.44. Total? 1511.69
 -- 323/200000. Average 0.01. Remaining 1506.92. So far 2.45. Total? 1509.35
 -- 324/200000. Average 0.01. Remaining 1504.48. So far 2.45. Total? 1506.92
 -- 325/200000. Average 0.01. Remaining 1501.97. So far 2.45. Total? 1504.42
 -- 326/200000. Average 0.01. Remaining 1499.52. So far 2.46. Total? 1501.97
 -- 327/200000. Average 0.01. Remaining 1497.05. So far 2.46. Total? 1499.50
 -- 328/200000. Average 0.01. Remaining 1494.66. So far 2.46. Total? 1497.12
 -- 329/200000. Average 0.01. Remaining 1492.30. So far 2.47. Total? 1494.76
 -- 330/200000. Average 0.01. Remaining 1489.87. So far 2.47. Total? 1492.33
 -- 331/200000. Average 0.01. Remaining 1487.35. So far 2.47. Total? 1489.81
